date,horoscope,month,star_sign,year
13,"Today you need to address financial issues. You may have to find a bit of extra money in your bank account or budget. Chances are this isn't a large sum, but enough to make a difference to you now. Take care of it and then settle down for a peaceful evening at home. You won't feel like going out, but you'll enjoy your evening.",11,scorpio,2017
14,This is a good time to make decisions that bring together your need for practicality as well as desire for emotional freedom. It's important for your mental health to have faith in your fantasies and your ability to see them through to fruition. There's a special portal open for you today with your name on it.,11,scorpio,2017
15,"Sit back and receive instead of trying to make things happen by imposing your will. You're always taking action and directing your energy outward. Think about ways you can direct your energy inward and watch how this draws people to you. If nothing else, you'll learn something about yourself by being more attentive to your thoughts and emotions.",11,scorpio,2017
16,"There's power when you discover how to be part of two opposing teams. At first it may seem like treason to be part of one as you help the other. In fact, you're helping yourself by learning both sides of the situation. Take the best qualities from each. When it comes time to put together your team, you'll have all the secrets needed to succeed.",11,scorpio,2017
17,"A desire to learn through a group activity - a lecture or workshop, perhaps - might put you in the middle of a crowd. You'll find it exhilarating. If you're planning to attend such an event, don't go alone. Your enjoyment will be heightened by the presence of a close friend or your partner.",11,scorpio,2017
18,"If you aren't romantically involved, expect that status to change today. You could meet more than one attractive person! A new person could come into your life or an old friend could suddenly seem more appealing than you thought. If you're involved, expect the energy around your partner to change. He or she could seem happier, funnier, stronger, so much so that you fall in love all over again.",11,scorpio,2017
19,"Today you may come up with some attractive new ideas to advance your career and increase your income. The only question is whether or not you can follow through. Some of them may be workable and some may not, but if you're serious, you should do some research to figure that out. The future looks good if you take the necessary steps to turn your ideas into reality.",11,scorpio,2017
20,"A letter or call from someone you know who's ill and confined to the hospital or home might come today. You might decide to pay this person a visit. You may not know him or her well, but your humanitarian instincts are awakened. Take care of business that needs to be handled and then go see this person. You'll feel better for it.",11,scorpio,2017
21,"Certain areas of your life are expanding rapidly, causing you to lose touch with the more romantic aspects. The more you reach out in one direction, the more deprived you feel in the opposite direction. Perhaps you need more input as to where you put your energy. It's time to focus your attention on things that are working well instead of dwelling on things that are going nowhere.",11,scorpio,2017
22,"Falling in love at first sight is something you never thought would happen, but it could happen today. A romantic involvement may follow or not, but the high you get from meeting a new person will make you feel better about yourself and life. A sense of adventure may have you longing to take a trip to a distant land. If you've wanted to plan a vacation, do it today.",11,scorpio,2017
23,"If you've been thinking about working out of your home, this is the time to put your plans into action. Anything regarding money or the home could succeed now. All signs indicate that your hard work and determination will bring the results you want. An older visitor might drop by, perhaps with advice or ideas you'll want to consider.",11,scorpio,2017
24,"Unlike other occasions, today you'll display your true feelings. Even when you hide them they're still there, deep inside you. You may think that showing your feelings is a sign of weakness, but today you'll show the world that your heart isn't made of stone, and you'll let yourself go.",11,scorpio,2017
25,Today let your emotions mingle with your thoughts. What good is telling yourself that you must like something if you really can't stand it? What good are grand principles if your heart isn't in them? Take the time to put your head in sync with your heart today.,11,scorpio,2017
26,"Friends are an important part of your life. As you get older you'll find that they become even more so. Today you may enlarge your circle of friends by one or many. Perhaps you'll join a group with similar interests to yours. Perhaps you'll be introduced to someone with whom you feel an immediate connection. Whatever it is, this person or persons will greatly enrich your life.",11,scorpio,2017
27,"You might have gotten home later last night than is good for you, and you may feel a little tired and dragged out. Take your vitamins and don't use coffee as a stimulant. Take a brisk walk to clear your head and get the endorphins going. It will lift your spirits. This will enable you to function as sharply as you normally do. Watch out that those late nights don't become a habit!",11,scorpio,2017
28,Flowers and fresh plants can perk up your mood as well as your home. You may feel your abode is looking a bit shabby. Simple tricks to improve its appearance will do wonders for your outlook. Go to a kitchen store and splurge on a few new items. Put a pot of herbs in a window. You'll be amazed at the change in your mood and in the room!,11,scorpio,2017
29,"Today you may have so much to do around the house that you don't know where to start. Family members aren't much help. Don't throw up your hands and let it all go. Look around the room, find something that needs to be done, and handle it. Keep doing this and then stop when you're tired. There's no need to work yourself to exhaustion even if you expect visitors. Their homes get messy, too!",11,scorpio,2017
30,"It's time to expand your horizons. No more waiting around for events to change of their own accord. You've grown up enough to realize that if change is going to happen, you have to make it happen. As a result, today is busier than most as you begin to execute all those ideas you've been thinking about.",11,scorpio,2017
1,"The last several days have been a bit of an ordeal, so you could be surprised by the brightness of the day ahead. Although you may not be trying to assert yourself any more than usual, you'll receive compliments and congratulations from many sources. Baffling, isn't it? Take advantage of the joys ahead without subjecting them to too much scrutiny.",12,scorpio,2017
2,"You're likely to take things to heart a bit more than usual. Dramatic changes in your environment and attitude will keep you on your toes. The wonderful thing about this is that you'll gain a great deal of insight and understanding of other people. You'll be more aware of other people's feelings and perspectives, helping you make more educated decisions in your affairs.",12,scorpio,2017
3,"Move away from the problems instead of stepping into them. You may not be able to see the potholes, so consider taking another road. Don't waste time falling into a hole you can avoid. It may be difficult to deal with your emotions because your usual way of dealing with such intensity is to push it away, ignore it, and operate on a cerebral level. This attitude won't serve you today.",12,scorpio,2017
4,"The illness of a relative or neighbor might have you feeling downhearted today. The news is likely secondhand, so it might not be as bad as reported. Work may be slow on your own projects, as you could have a temporary mental block about what to do next. Perhaps you should put them aside for now. Once they're out of your conscious thoughts, the solution may come spontaneously.",12,scorpio,2017
5,"Spiritual matters come to the forefront today. You'll want to throw yourself into the study of a spiritual or metaphysical discipline that appeals to you the most. Friends or a group may want to join you. Getting together with others might stimulate your intellect, imagination, and spirit. At day's end, write down your thoughts. Take a long walk to clear your head so you can sleep.",12,scorpio,2017
6,"The opportunity to run a business out of your home could arise today, perhaps involving a metaphysical subject. Don't be surprised if it takes off right away. Friends or past business associates may want to be involved. This is worthy of serious consideration. Benefits through the efforts of others are strongly indicated now. Be prepared for a great future, and start enjoying it now!",12,scorpio,2017
7,"Your mind is hungry for stimulation, so give it plenty of food to chew on. This food could come in the form of a lively discussion about politics and world events or perhaps an offbeat periodical. Your perspective could change on a dime, so keep your mind open to new ideas. The information that comes your way will be enriching and surprising.",12,scorpio,2017
8,"You're off to an excellent start. If you've felt a little weary lately, this will change. Added mental and physical strength is available to you. Things that seemed difficult yesterday will come easily today. Take out any projects or to-do lists and go for it. Things will be finished before you know it, and you'll still have a smile on your face. Know when to quit, though. You don't want to overdo it.",12,scorpio,2017
9,"Be careful of letting your erratic, willful nature dominate the scene. Go with the flow and be more sensitive to the people around you. Stay grounded, focused, and aware of your emotions. This may be easier said than done, but this kind of behavior is key to making the most of today. There's opportunity in doing things in a slightly different way than you have been.",12,scorpio,2017
10,"Your mind is going a thousand miles an hour. Different ideas, interests, goals, and projects could dart through your mind all day. Write them down! Go through the list to see which ideas are workable, which are immediate, and which can wait for later. Take a long walk before bed or you might not be able to sleep.",12,scorpio,2017
11,"This is the kind of day that makes luck come your way, especially where relationships are concerned. Perhaps a friend will introduce you to an exceptional person who helps fulfill your professional fantasies. Or maybe your partner will surprise you with a thoughtful gift. However your luck manifests, trust that this is going to be one great day.",12,scorpio,2017
12,"No one's more forward thinking than you now. You're in tune with new inventions and trends, and you may have an irresistible desire to join an avant-garde group. The old way of doing things seems old, and you no longer want any part of it. You can't stand working according to the old principles any more. You're in a heated frame of mind. Be careful about stirring conflict.",12,scorpio,2017
13,"Are you afraid that people will no longer understand you? Have you changed too much? Do you have the feeling that you've left some people behind? Yes, it's possible, but what can you do? Everyone can't change at the same pace as you. Your friends have no problem with the changes you've undergone. Consider this possibility!",12,scorpio,2017
14,"Books and magazines on psychic, spiritual, or metaphysical matters could take up a lot of your attention today. Your inclination could be to let your routine tasks go in favor of continuing to read calling all your friends to tell them what you've learned. Save it for this evening. You're too conscientious to let your work slide, and you'd feel derelict in your duty if you did.",12,scorpio,2017
15,"A love partner may seem distracted. Don't jump to the conclusion that your friend has found someone else. The problem is more likely to center on obstacles that your partner has encountered in achieving a cherished goal. When your friend decides to share this with you, you might be able to shed some light on the situation.",12,scorpio,2017
16,Friends and family could visit you today. They're likely to bring new friends whose expertise benefits a project you're working on. You might fantasize about how you're going to spend all the money you're going to make off this project. This is fine as long as you postpone shopping until you have the funds.,12,scorpio,2017
17,"You're the certified expert on many topics, so spread your knowledge around. Others will attend to your words. Use them carefully. You may jump from subject to subject, but that's OK. The unexpected adventures you encounter will keep you entertained. Don't worry about the consequences. Go out and have fun. The energy of the day is electric!",12,scorpio,2017
18,"You should try to hold your tongue today. Although you think you have all the answers, you might not have taken all the pieces of the puzzle into account. There is an emotional aggression to the day that may have a strong effect on everyone, especially you. Consider being more of a listener than a talker.",12,scorpio,2017
19,"There's a somber mood hindering your emotions today, but things favor you generally. The contacts you make now can be extremely valuable. You could gain a great deal of information from social interactions. This is a good day to multitask and cross as many things off your list as possible.",12,scorpio,2017
20,"The day may barely get started unless you center yourself and ground your powerful emotions. Your usual detachment may help you deal with issues on a cerebral level, but today you need to be more emotionally receptive. Do what you can to bring more stability to your life. Take an aggressive stance toward completing any practical matters that are clamoring to get done.",12,scorpio,2017
21,"Keep things light and uplifting today. If you're open to new ways of doing things, revolutionary thoughts may come to you. It would behoove you to anticipate the future and nip any potential problems in the bud. The same conventional method that has been working for years may not be the best solution for the job. Seek other methods.",12,scorpio,2017
22,"Old demons and dreams are on the agenda today. Do you want to be an artist? Are you sure? If you're an artist, would you like to be more prominent or rich? Be wary of such daydreams because they take you away from enjoying your life. Live in the here and now. Embracing what you already have will ultimately give you the same satisfaction as those who are richer or more famous.",12,scorpio,2017
23,Your inner child surfaces today. Memories of past good times bring out your playful side. You might want to try forms of amusement that you once enjoyed but have long since abandoned. Children provide inspiration and outlet for this energy. Tell them stories about your own childhood or read to them. Indulge your flights of fancy. You can always face reality tomorrow.,12,scorpio,2017
24,You may have recently modified the material aspects of your life. Was it sufficient to stop there? More profound changes might be in order. Take a look at what motivated you to create the life you're living now. Pay special attention to the choices you've made in your profession. Are you sure you're doing what you were meant to do? Are you using your talents to the fullest?,12,scorpio,2017
25,"This is a terrific day for you. Your emotional state of mind is wonderfully upbeat. Things should be flowing your way, and there's an instinctual knowing that will help you navigate through whatever rough spots may come your way, if any. Take this opportunity to secure commitments from others and nail down plans that you intend to complete.",12,scorpio,2017
26,"Career or family? Social recognition or personal gratification? You may feel torn between two poles and spend the better part of the day searching for answers to such questions. Now you're trying to keep all the bases covered, but the weariness you feel on days like this is a hint that you need to make some wise, realistic changes for the future.",12,scorpio,2017
27,"Do you have the blues? It happens to everyone. Call a friend or go to a movie. Get out and do things that you know can help you overcome this funk. This isn't the moment to retreat. You have some inner work to do, even if it appears to lead nowhere. You may have the impression of being abandoned, but you know perfectly well that this isn't true.",12,scorpio,2017
28,"You might need to adopt a stern attitude today in order to be as effective as you'd like to be. When dealing with others, don't make assumptions for which you don't have solid backing. Other people are easily touched off, so keep things limited to the facts. Try not to stir up heavy emotions.",12,scorpio,2017
29,"Optimism and foresight are important today, as you take charge of your life and seek new opportunities. Conversations lead to ideas for possible personal and career expansion, and you're likely to send out and receive a number of messages. You could even be considering a move, perhaps to another city. Don't rush. Plan carefully and all should work out as you wish.",12,scorpio,2017
30,"Take a break from the trail you're on and get off the beaten path, Scorpio. Today is a day to forge ahead with ideas and dreams rather than commitments and answers. Question things and debate the facts. Whatever you do, have fun. This is the perfect day to go out and enjoy the fresh air with an outdoor activity, especially group activities. You can't go wrong with joining up with friends and chatting away about the latest events of your life.",12,scorpio,2017
31,"A rather disheartening phone call could come to you today, Scorpio. This might bring news of a setback in one of your projects that is only temporary but nonetheless frustrating. You'll probably have to deal with some trivial little details you'd rather not bother with, and this could take up too much valuable time. Hang in there - you're still doing well! Don't let your frustrations get the best of you.",12,scorpio,2017
1,"Some good news may reach your ears via the grapevine regarding your career. This might involve a raise in salary, Scorpio, or it could be new benefits, new profit sharing plans, or anything that may involve investments or money that comes your way above and beyond a paycheck. Contracts or other legal papers that are executed today should definitely work in your favor, so if you've been putting off signing any, do it today!",1,scorpio,2018
2,"You really don't need to prove anything to anyone, Scorpio. You may be feeling under a bit of pressure to get a lot of work done. But some projects, especially those that require creativity, simply can't be rushed. You will find that if you take your time and allow your muse to work its magic, you will produce something of real merit in the end. If, however, you try to rush, your time will likely be spent in vain.",1,scorpio,2018
3,"Romance is very much highlighted today, Scorpio. All the planetary energies indicate that you and your partner are operating on precisely the same wavelength. It's no wonder that the two of you have been getting along so well lately. Perhaps it's time to take the next important step in your relationship. No matter at what stage you are, there is always a higher plane to aspire to. Begin now and you can be assured that you will both enjoy the altitude.",1,scorpio,2018
4,"The people you meet today could be of tremendous benefit to you later on, Scorpio. You have especially keen vision today, so make sure to take note of everything of interest that you observe. What you discover today, along with the people you meet, could combine in a powerful way at some future date. Your work also benefits from your attention to detail.",1,scorpio,2018
5,"Generally, you tend to be rather ingenious where work is concerned, Scorpio, but today you may feel that the fountain of innovation has totally dried up. No matter how hard you try, you probably won't be able to muster any new ideas whatsoever. Chances are your biorhythms are low, and therefore your mind is working at a slower pace than usual. Concentrate on routine tasks today. By tomorrow your ingenuity should be back on track.",1,scorpio,2018
6,"Some kind of unexpected shakeup could take place today, Scorpio, and you could find yourself suddenly being offered more money or responsibilities. This might be just the break you've been waiting for, but it could take you so much by surprise that you might ask for time to think about it. Don't think for too long, however, because they might give the break to someone else!",1,scorpio,2018
7,"We are all gullible to a certain extent. And you are no exception. You can expect to receive some financial offers today. They may come via the mail or an in-person sales pitch. Trust your instincts here. Some of what is being offered may really be too good to be true. However, on the home front, what is being offered is genuine through and through. There is passion in the air to go along with all this integrity!",1,scorpio,2018
8,"Your ingenuity and imagination may seem to have deserted you today, Scorpio, and this isn't making it easy for you to produce the high level of quality you're used to at work. Perhaps it might be best to busy yourself with routine tasks you can do automatically and, if you can, put off the more creative endeavors until your brain gets back in gear. Don't be too proud or too shy to ask for help. Hang in there.",1,scorpio,2018
9,"It's time once and for all to tie up all those loose ends of projects left undone. Much as you may dread it, think of it this way, Scorpio: by completing these tasks you clear space for exciting new projects to come your way. Know that everything bodes well today for all things financial and professional. Perhaps you'll get that bonus that's due you!",1,scorpio,2018
10,"Are you expecting visitors, Scorpio? If so, you might go into a panic because your house isn't as spotless and beautiful as you would like it to be. You might be tempted to take broom, mop, and pail and whip through the place like a cyclone! Don't try to do too much. Your guests won't care if the unused back bedroom is messy or not. You'll want to have enough energy to enjoy their company. Take care!",1,scorpio,2018
11,"A financial windfall might be in the stars for you, Scorpio. This isn't anything you would have expected. Perhaps it's a bonus, repayment of a loan you'd long since forgotten, or a settlement of some kind. Whatever it is, it will definitely be a pleasant surprise. Don't, however, spend it all in one place. Wait a few days and then consult a professional about your financial future. This could make a big difference to you. Don't throw it away.",1,scorpio,2018
12,"Recent successes in your career might inspire you to throw a celebration of some kind with a few close friends, Scorpio. You're feeling especially positive and particularly charming at this time, and your confidence is likely to contribute to a new sense of closeness to those around you. Love and romance should also go very well. You've worked hard and it's time to reward yourself. Have a successful day and an enjoyable evening.",1,scorpio,2018
13,"A strange communication could come from a person who doesn't leave a name and whose voice you don't recognize, Scorpio. It might, however, sound important and therefore could bother you throughout the afternoon. How can you return a call when you don't know who the person is? Don't make yourself crazy. This isn't worth agonizing over. If it's important, the person will call back. Remember that as you move through the day.",1,scorpio,2018
14,"Visitors to your home today might engage you in discussions of innovative ways to increase your income, Scorpio. This may either be through the use of computers or through other forms of modern technology. You might find that you have a talent for such activity that you never realized before. You also might be enticed into going to a meeting or lecture on the subject. Open up your mind, but don't put your money where your mouth is yet!",1,scorpio,2018
15,"Your logical mind might try to make rational sense of the strange metaphysical ideas that are popping in and out of your head today, Scorpio. Some of them might be conclusions drawn from books you've been reading, but others might actually be messages from the other side. Write down whatever insights come your way. They might not seem logical, but they'll make a difference to your life. In the evening, discuss these ideas with a love partner.",1,scorpio,2018
16,"Blocks and obstacles that you may have reached with regard to your projects might cause you to wonder if you have what it takes to get them done at all, Scorpio. This is OK, but don't get caught up in doubting your abilities. Step back, be objective, and work out the most practical and efficient ways to get past the obstacles and attain the results you want. Don't let your insecurities get the best of you.",1,scorpio,2018
17,"Projects of all kinds that you could be working on with partners or friends could go especially smoothly today, Scorpio, as your thinking is especially sharp, clear, and logical. You and your friends are in an especially strong place right now, with trust and respect between you at an all-time high. Social events could bring stimulating discussions and stronger bonds between you and others. Work hard, but enjoy every minute of it.",1,scorpio,2018
18,"Today you might turn your attention toward discovering new ways to advance yourself financially, Scorpio. You're likely to be more aware than usual of your inner power. Reading about various possibilities could be enlightening, especially as you're feeling particularly capable today and therefore more likely to be able to zero in on whatever method is best for you. You might want to sequester yourself from everybody in order to be able to concentrate.",1,scorpio,2018
19,"Over the last few weeks, you may have made some good progress in learning to express your emotions, Scorpio. The great thing is that you probably didn't even notice! But if you aren't careful, there may be some bullheaded person around you today who may try and destroy all the progress you've made. Don't confuse controlling your emotions with repressing them. It's up to you to protect all the progress you've made.",1,scorpio,2018
20,"Have you been wanting to talk to your partner about something important, Scorpio? Well, it's up to you to make the first move. In fact, that's just what your partner is waiting for you to do. Take advantage of your day today to tell your partner exactly what you expect from him or her and to share some of your worries. You're someone who is lucky enough to know what you want, but it isn't always easy for you to tell other people what that is. Be strong.",1,scorpio,2018
21,"Social events, probably family related, could take up a lot of your time today, Scorpio. They might involve outings, perhaps to parks or other recreational areas. You'll enjoy it, but your mind may be on other matters, possibly projects you're involved with. Some stimulating conversations with someone close to you could take place. By day's end, your mind could be going a thousand miles an hour. Be sure to get a little exercise so you can sleep.",1,scorpio,2018
22,"A festive social event could either start or consolidate a love relationship, which could last for a long time. New and interesting people could come into your life, Scorpio, bringing stimulating conversation and useful information. Someone you haven't seen for a while could also appear on the scene, making for a joyful reunion. A project you've been working on, either job related or personal, could finally be completed. Enjoy your day.",1,scorpio,2018
23,"You should be feeling especially strong and healthy today, Scorpio. The drive to exercise, particularly if you do it alone and outdoors, is likely to get the endorphins going and thus give you a natural high, which could lead to an increased level of inspiration and intuition. After you finish, it might be a good idea to sit in a park, preferably near water, to allow yourself to come down. Meditate and take a close look at your inner state.",1,scorpio,2018
24,"Come out of your shell today and try not to be so aloof, Scorpio. You will never find the exact path you want to be on until you explore the different options. The good news is that you should be feeling quite strong emotionally, giving you the confidence to approach people with authority, thereby earning their respect and faith in whatever project you're involved with now.",1,scorpio,2018
25,"Some good but surprising news about a group with which you may be affiliated could come your way today, Scorpio. Perhaps fundraising activities have been more successful than you thought, or perhaps recognition is coming your way. A lot of paperwork may have to be completed before this can be made to work for you, however. Contracts or other legal papers might be involved. In the evening, go out with your friends and celebrate.",1,scorpio,2018
26,"Using computers either to increase your income or manage your money may have seemed like Greek to you, Scorpio, but today you'll probably catch on very quickly. Your natural practicality joins with an enhanced intellect and heightened intuition to give you an advantage you don't usually have. If you concentrate on learning it all today, it'll probably continue to be useful for you for a long time. Go to it!",1,scorpio,2018
27,"This is a good time for you to subscribe to some sort of magazine or newsletter that will keep you abreast of current events and developments in a field or hobby that interests you, Scorpio. The operative word of the day is ""new."" Keep your mind fresh with news that sparks your interest and gives you the inspiration you need to keep striving for the goals you have set for yourself.",1,scorpio,2018
28,"Pressures to get unfinished tasks completed and new ones begun cause emotions to run high. Everyone, yourself included, is likely to feel nervous and stressed out, and quarrels may break out. It might be best if you keep your eyes and mind focused on the tasks at hand and not on the petty squabbles that are going on around you, Scorpio. This keeps your blood pressure down and reassures those you want to impress.",1,scorpio,2018
29,"If you find yourself needing to do something in order to escape your life for a while, Scorpio, then maybe you need to examine your life more closely. Instead of trying to figure out the best means of escape, try to figure out the best means for making your life more enjoyable. Make sure you're happy with yourself and the things that you're doing. If you aren't, it's time for a change.",1,scorpio,2018
30,"Today you might decide to spend much of your day alone at home, Scorpio, perhaps working on a creative project of some kind. Your intellect and imagination are operating at a high level, and a gathering of friends might have brought inspiration your way. This is actually a good day to make use of your artistic talent. Your insight and vision should give rise to some moving results. Work hard!",1,scorpio,2018
31,"Today you could decide to attend a class, workshop, or social event involving people in a spiritual, metaphysical, or intellectual field. Fascinating discussions could lead to insights and revelations of your own, Scorpio. You could explore ways to harness your natural healing ability, perhaps through Reiki, massage, or other hands-on disciplines. Expect to spend the next few days being preoccupied with ideas you learn today. They should have a profound impact.",1,scorpio,2018
1,"Be careful about getting caught up with people who are careless or fickle, Scorpio, especially when it comes to matters of the heart. Your tender emotions are too sensitive to endure the thoughtlessness, bluntness, and ultimately the rejection of someone who simply wasn’t a good person for you to hang around with in the first place. Try not to invest yourself emotionally in situations or people today.",2,scorpio,2018
2,"Your emotional nature may seem revved up for action today, Scorpio, although it could be that you don't know what direction to drive in. The engine is running, but for some reason the windshield looks a bit cloudy. Try to key into the areas in your life that need a major overhaul. Look to transform them for the better. Once your windshield is clear, kick your motor into gear and go for it. Initiate the action or else you may find yourself being acted upon.",2,scorpio,2018
3,"A close friend or your love partner may present you with a gift, Scorpio. You'll be touched but you'll also feel uncomfortable. Maybe the present is costly or not something you really like. You might also feel that your friend is too eager. What you do in this situation is, of course, up to you. Tip: don't refuse the gift unless you genuinely feel it’s totally inappropriate. And definitely don't give it back because that's what your mother would do!",2,scorpio,2018
4,"Getting through today shouldn't pose too big a problem for you, Scorpio. You may feel a huge second wind that can give you the drive and determination to see your chores and projects through. Make some plans for this evening, such as getting together with friends or taking in an event that really intrigues you. Until then, go about your tasks bit by bit. You'll get things finished before you know it.",2,scorpio,2018
5,"Put your ambition into action today, Scorpio. The day's planetary aspects should find you feeling energetic and positive. Make the most of this by taking steps toward your goals. As you know, if you don't actively pursue things, nothing will happen. The years can pass by so quickly and you wouldn't want to be sitting on a rocker wondering “what if.” Trust yourself and do what it takes. Everything starts with a single step.",2,scorpio,2018
6,"You might feel the need for some time to yourself today, Scorpio. And why not take it? Chances are you’re surrounded by others most of the time, and when you don't take time to be alone with your thoughts and feelings, it can prove unhealthy for you. Taking care of your emotional well-being is critical, as you have a deeply sensitive nature. With continuous activity around you, there's no time to connect with this part of you. Make time today.",2,scorpio,2018
7,"Scorpio, put some music on to get yourself going today, especially if you feel a little lonely. Music often has as strong an effect as conversation. This is because it provides an avenue for you to communicate with a deeper part of yourself. Your sensitive nature can find comfort and hope through harmonies and rhythms like nothing else. Pull out your favorites and listen, sing along, or even dance. Enjoy your day to the fullest!",2,scorpio,2018
8,"Focus on yourself today, Scorpio. Yours is often an extremely giving nature. You can be compassionate to a fault, in that too much of your energy goes to helping solve others’ problems. Then you're left without enough focus for yourself and the things that are troubling you. See about spending some time alone to concentrate on any issues you have. Reach out to a trusted friend for guidance and support. Allow someone to nurture you for a change.",2,scorpio,2018
9,"It's a super day to make decisions, Scorpio. You can sit on the fence for a little too long when it comes to serious choices. Seize the energy that flows from today's planetary aspects, make a list of things that need to be decided in the areas of work, relationships, and finances, and go down the list one by one. Don't be afraid of making a mistake. Better that than missing out entirely, don't you think?",2,scorpio,2018
10,"Expect a strong boost to your ego and self-confidence today, Scorpio. Your physical and mental energies are very high, and you're apt to feel that you're capable of moving mountains. Take advantage of this new motivation while you can, since today you could make definite progress on any goal toward which you may be striving. The support and encouragement of friends and colleagues should prove invaluable. Go for the gold!",2,scorpio,2018
11,"A number of people in interesting fields, such as law, education, or writing and publishing, could cross your path today, Scorpio. This could involve your job, or perhaps these people attend a social event that you host in your home. Either way, some fascinating and useful information could come your way that alters your thinking and nudges it subtly in a new direction. You'll want to make the most of it. Have fun!",2,scorpio,2018
12,"Visitors might come to your home today to discuss business of some kind, Scorpio, perhaps job related, perhaps about an enterprise you're developing on your own. If you aren't careful, however, you could get caught up in conversations that are more social than practical and thus lose sight of the reasons you got together. Stay focused on the matter at hand and you could be pleasantly surprised at the results.",2,scorpio,2018
13,"Some days it may be hard for you to get motivated, Scorpio, but if ever there were a day in which it was easier than others, this would be the day. You’ll find that your mind is quite attuned to the situation around you and that your sense of grounding is helping you manifest that which you wish to bring to life. There’s a sense of time restriction and limitation to the day that is prodding you to act now.",2,scorpio,2018
14,"Today you might be trying to learn about a new form of modern technology, perhaps computer related, Scorpio, and you could find it too confusing for words. Your brain could be going into overload, so it's probably best to take it one step at a time! It's also important to remember to take breaks and clear your head. Too much information all at once could result in your not being able to absorb any of it.",2,scorpio,2018
15,"Some paperwork involving business enterprises could be executed today, Scorpio, possibly in your home. This might be a new and unexpected development. It could have you feeling a bit disoriented, but try to pull yourself together and make the most of it. Whatever the opportunity, all signs say that it might prove quite successful, so don't let it pass you by. Go with the flow and see where it takes you. You could be pleasantly surprised!",2,scorpio,2018
16,"You’re very intuitive by nature, Scorpio, and today you should be feeling especially so. Don't be surprised if you spontaneously tune in to the ideas and emotions of those around you, or even if you and someone else come up with the same words at the same time. Use your insights to increase your understanding of others. You might also find that they bring artistic inspiration and even advance your worldly ambitions.",2,scorpio,2018
17,"Obligations to others could incline you toward staying home today, Scorpio, but important career issues could pull you in to work. This could cause some inner conflict, and you may have to face a choice. Only you can make that choice, but take care to be objective and take all the facts into consideration. Don't get yourself all emotionally worked up. This will only exacerbate the situation.",2,scorpio,2018
18,"You’re normally a very intuitive person, and today you may experience clairvoyance that could rival Jeane Dixon’s. You could be feeling especially attuned to other planes, and your dreams are likely to be powerful and vivid. Use the messages you receive to inspire creative pursuits. Try your hand at painting, music, or poetry. You might not only be amazed by the results but learn even more from the work itself.",2,scorpio,2018
19,"You may have a wonderful day today, Scorpio. Your imagination, intuition, and creativity are all high, and inspiration for new artistic works could be filling your heart and brain. You'll be all too happy to discuss your ideas with anyone who shows an interest. The one dark spot in the day might be that a child, close friend, or lover goes into a snit because he or she feels ignored. Don't worry. They’ll come out of it.",2,scorpio,2018
20,"Your self-confidence could well be in the pits today, Scorpio. Mistakes from the past could come back to haunt you, and you may be momentarily overcome by the fear that you'll make similar errors again. Force yourself to be objective before you drive yourself crazy. It could cause you some unnecessary problems. Try to realize that you’re unique and that you have skills and talents that set you apart from everyone.",2,scorpio,2018
21,"An older relative or neighbor may need your assistance today, Scorpio. This is apt to be a very inconvenient time for someone to ask for help, because you have plenty of chores of your own. Nonetheless, you'll go to the rescue because that's your nature. Take care to plan your time carefully, pace yourself, and try not to do too much at once. That way you'll live to help again tomorrow.",2,scorpio,2018
22,"A pleasant outing could get delayed or cancelled due to an event entirely out of your control. Rather than having a fit, Scorpio, you and your friends could seize the opportunity to do something completely wild and different. For example, you could take in a matinee of the scariest movie in town or finally try out that Ethiopian restaurant you've been hearing so much about. Today brings a perfect opportunity to make lemonade out of lemons.",2,scorpio,2018
23,"A change of profession may be in the stars for you, Scorpio, or a change of hobby at the very least. The latest technological advances have really captured your interest. Making films, in particular, gets your creative juices flowing. Perhaps it's time to sign up for a weekend workshop or splurge on that video camera you've been eyeing. The diversion will do you a world of good.",2,scorpio,2018
24,"A friend or relative might propose some travel, Scorpio, but today you don't even want to think about going to the grocery store. You won't feel much like talking to anyone, either. Your mind is probably on intellectual or metaphysical matters. You could just want to stay home and study those subjects all day. Tell your friend the idea of traveling sounds great and you'll discuss it later. That's all you can manage right now.",2,scorpio,2018
25,"You’re bubbling over with confidence and enthusiasm, Scorpio. Not surprisingly, those around you respond in kind. Your smile is contagious, and you have people joking and laughing with you throughout the day. You’ll have much success in whatever you do today, although group efforts will likely prove more rewarding. Romance figures prominently in the evening, so make the most of it!",2,scorpio,2018
26,"Certainly there are advantages and disadvantages to the high level of intuition you have. Today you may feel weighed down by some strange thoughts that enter your head. Only time will tell if they are true premonitions or simply weird daydreams. In the meantime, you’d probably be best served by ignoring them completely. Life is too short to play the ""what if"" game.",2,scorpio,2018
27,"Your career may be sidetracked by petty gossip, rumor, and office politics. It's likely that someone is pushing forward his or her agenda without any thought or concern for its impact on others. Do what you can to put a stop to such shenanigans, Scorpio. There are times when it's appropriate to be the whistleblower, and this is one of them.",2,scorpio,2018
28,"A new creative project of some kind, perhaps involving modern technology, could set your career in a new direction, Scorpio. This may be the break you've been hoping for, and you're apt to be very excited about it. Any new enterprise begun today is going to have its ups and downs, but all signs indicate that it will succeed. Consider the project carefully before making a decision. Then if it feels right, go for it!",2,scorpio,2018
